word;file1
drzwiach;14
ludzkiej;1
bystry;1
wyprowadzimy;1
zeszå‚ym;3
skronie;1
wybladå‚a;1
â€pajacykâ€;1
bystro;4
bystre;1
lodach;2
cieszy;2
jakoå¾;14
uwieå„czonä…;1
grã³b;2
ktã³rym;50
ustronnym;1
uså‚ugi;1
nauczycielu;17
mruå¾ä…c;1
potrzä…snä…å‚;4
nastaå‚a;1
å?askawej;1
obojga;1
kucharek;1
bladä…â€¦;1
dzikich;1
nutä™;1
wieczystej;1
przewracaå‚o;2
starä…;5
nadludzki;1
obojgu;1
wieloma;1
przejdä™;1
kochajä…ce;2
cylindrze;1
ludzkich;2
nicâ€¦;1
przeraå¾onego;1
posä…g;1
brä…zowej;1
powiedziaå‚em;4
ktã³rzy;87
odkrzyknä…å‚;5
å›licznego;1
ranek;1
maszerujemy;1
heroizm;2
kupiå‚;4
potrafiâ€;1
towarem;1
tä™gich;1
skã³rä…;1
wyrazem;2
zmieniå‚em;1
przeszkodziä‡;2
skå‚adanymi;1
dopytywaå‚y;1
zapytasz;1
dzikiej;2
wchodziå‚;1
bå‚ä™kitnä…;1
zachowajå¾e;1
padnä…;1
twarz;71
spadajä…cych;1
tak;523
tam;150
jezior;3
wytrwaå‚ym;1
rozlewajä…;1
ludzkoå›ä‡;1
å›piä…cego;1
tchã³rzem;2
mieszkaå„cã³w;2
spowaå¾niaå‚em;1
wymawia;4
wioå›larzy;1
setka;1
ranku;1
wzruszajä…cä…;1
kapitanowi;1
mä™stwaâ€¦;1
ranka;11
niedomagania;1
setki;5
delis;1
nieborak;1
czuwajä…ce;1
tä™ga;2
utraci;1
tä™gi;1
wytrzymam;2
dwaj;9
papierowä…;1
zrobiå‚;27
albert;2
tä™go;4
krzyå¾em;1
synek;10
ogå‚osiä‡;1
spotkaliå›my;4
naleå¾ä…cy;2
zaproszenie;1
zaszczyty;1
grecji;2
promieniejä…cy;1
ruderä™;1
obå‚oå¾na;1
uwijaä‡;2
dwã³r;1
czole;9
pozbawiä‡;1
synem;13
ryå¾;1
wioå›larz;1
wozie;5
jä™zyki;1
wchodziå‚y;1
zdecydowaå‚em;1
kwiatkã³w;2
furia;1
podlega;1
nakå‚ada;1
haku;1
jä™zyku;1
nieszczä™snych;2
så‚omiane;1
tej;94
ochotnym;1
ten;197
zachodziå‚;1
wielkä…;25
poså‚ugä™;1
wdrapaå‚;2
owak;1
szerokimi;1
potrzeba;2
twego;23
wstä…å¾ek;5
kanaå‚y;2
zlezä™;1
potrzeby;2
owad;1
pyszczekâ€;2
odwiedziny;2
holenderski;1
koå‚a;2
waå¾nemu;1
drasnä…ä‡;1
przewalczyä‡;1
pyszczka;2
samo;41
då‚oå„;1
wä…tpiå‚;1
blond;2
raptem;1
odczytuje;1
samâ€¦;3
najbliå¾ej;3
same;7
odrodzenie;1
sama;16
krã³luâ€¦;1
raåºnym;1
bohaterskä…;1
dlaczegã³å¾;1
koniecznie;12
sami;12
paczek;2
udzielaå‚a;1
niesprawiedliwy;2
wå›ciekå‚oå›ci;1
oddajä™;1
chorä…gwie;2
facjatä™;2
koå‚o;15
sala;4
pozdrawiali;1
chciaå‚bym;7
owce;1
sali;23
kupkami;1
powiadaå‚;2
proscenium;3
surduta;2
zawalaå‚y;1
kå‚aniali;2
szczegã³lniej;1
biorä…;3
niemiå‚e;1
poå‚oå¾ona;1
zapomnijå¾e;1
så‚omianym;1
oå›mieliä‡;1
brodziskiem;1
dopuszczaj;1
draå›niä™cie;1
ukaå¾ä…;1
chwaå‚a;1
wyjechaå‚;1
burtä™;1
wciä…gnä…å‚;2
pokå‚ã³cili;1
owej;6
spisane;2
nieszczä™snä…;1
pieprz;1
schyliå‚;5
ogå‚oszenie;2
szamerunki;1
zå‚odziei;1
dwie;21
uczcie;2
sekretarzem;1
tajemnicy;1
radnych;1
prã³bä™;1
uczcij;1
pä™kå‚a;1
sztuk;2
nauczycielach;2
ziemiä…;2
turynu;6
pä™kå‚o;1
suszone;2
afiszu;1
nawykå‚ej;1
zechce;1
poczä™stowaä‡;1
strzaå‚ami;1
piastuje;1
wejdzie;2
czwartä…;2
drobnä…;2
pracä™;6
odwiedzili;1
jä™zyka;1
siostrzyczkä™;1
åšmiejesz;1
poetyczniejszä…;1
coretti;64
konopnicka;2
wzrusza;1
å¾eå›cie;1
daå‚o;3
hukiem;2
stancyjkä…;1
oblegaå‚o;1
swä…;9
daå‚a;8
gorä™cej;1
nauczycielkami;1
ugå‚askali;1
ciskali;1
przysunä…å‚;1
odjechaå‚;1
pyszczkaâ€;2
miå‚oå›ci;7
szlachetnym;4
poczekam;1
szmaty;1
gryzie;3
oså‚upieli;1
chå‚opiä™ce;1
grzmiä…cy;2
uå›miechniä™ty;4
wystraszonä…;1
opuå›ci;1
pocaå‚unki;2
gaå‚ganiarzemâ€;1
odblask;1
cetnar;1
francuzã³w;1
najmniejszej;1
dostajä…;1
skamieniaå‚;1
odzieå¾;2
pocaå‚unku;2
uå›miechniä™ta;1
wytrzymaå‚;1
zarzä…dzeniach;1
å›cisnä…å‚;2
uszlachetniaå‚;1
czerstwym;1
ubogiej;2
rã³å¾nokolorowych;1
wä™zeå‚kã³w;2
powiewaå‚;1
ton;1
tom;4
strojne;1
wå‚oszku;2
wyzdrowieje;2
widzieä‡;28
wzruszonym;8
nieszczä™å›ciami;1
bladawä…;1
przyså‚anych;1
druga;5
zginä…å‚;2
wypoczywaå‚;3
å¾aå‚obnym;1
niebezpieczna;1
umarå‚;16
wyleciaå‚;1
drugi;25
wstä…å¾ka;1
przypatrzeä‡;1
czcigodnä…;1
å?azarzy;1
stamtä…d;8
owoc;1
ubogich;2
juliusz;1
å¾oå‚nierza;3
proch;2
zapä™dzaå‚;1
å‚kajä…c;5
å¾oå‚nierze;11
rozumiem;3
wpajaå‚;1
coraz;39
piã³rnikami;1
stojä…cym;1
zajä™ty;3
ramieniem;3
â€concezioneâ€;1
ludwisi;2
å¾oå‚nierzy;17
å¾e;670
uderzyå‚;3
bersaliery;1
â€barania;1
ilekroä‡;1
andy;1
niezwyciä™å¾onej;1
brutalnych;1
miotå‚y;1
zajä™ta;1
procy;1
å¾oå‚nierzu;3
mrã³z;1
romanii;1
pyå‚u;2
ochronki;2
przepowiedziaå‚;1
pytanie;4
pytania;3
ziemiä™;12
bohaterscy;1
minutach;1
tobä…;9
orä™å¾a;1
kå‚ã³ciå‚y;1
najciä™å¾szym;1
powrocie;1
humoru;1
twemu;3
przebaczenia;3
wnet;5
dyszaå‚;2
zmarå‚ym;1
niedziel;1
pracä…;9
spokojnymâ€¦;1
czterdzieå›ci;7
rã³wninä™;3
lancä™;1
przebaczenie;4
wysrebrzaå‚;1
å¾egnajä…c;1
dajä…c;9
uchybiå‚;1
wydobywaå‚y;1
pisarstwa;1
ksiä™å¾yca;1
niesionä…;1
uczä™szczajä…cych;1
zawracajä…c;1
pobiegå‚y;1
tuz;1
zdobyå‚;1
konnych;1
rzeå›cy;1
choraâ€;1
dobija;1
tyå‚ko;3
zaparå‚;1
manio;8
wycaå‚owali;1
pobiegå‚a;2
gå‚uchoniemä…;1
trzydzieå›ci;8
przyspieszasz;1
tornistrã³w;2
miå‚owaå‚eå›;1
twe;1
falä™;1
wznoszä…ce;1
zbliå¾aå‚a;1
moment;1
zbliå¾aå‚o;1
å›wit;2
pragnienie;1
mrowisko;1
szeå›ciu;8
krzyczano;4
â€tej;1
uwielbienie;1
miech;1
pragnienia;2
latami;3
przepaå›ä‡;1
zaczekaå‚a;1
skrä™cenie;1
wä™drowiec;1
polach;4
å›wieå¾uteå„kie;1
zduszony;1
pyszaå‚ka;1
zmieniä‡;3
mä™å¾nie;5
maå„kutem;1
tym;181
drobiazgu;2
sznurek;1
typ;1
dacie;1
sieroty;4
wystä™pek;1
powiedzieä‡;36
stä™pa;1
zä™by;10
sieroto;1
wziä…wszy;5
szeå›cioletniä…;1
dwuroå¾ne;1
pozostaä‡;1
wznoszä…cy;1
genuenkä™;1
opowiadaå‚a;2
rysunkã³w;1
zostawiane;1
asystä…;1
zimä™;3
nareszcie;15
kroplä™;1
naå‚adowali;1
dachy;1
dachu;8
notowaå‚;1
kieszeni;17
ochronce;1
pielä™gnuje;1
mieszaå‚o;2
rozjaå›niå‚;2
stara;8
owym;4
pojazdã³w;1
orszak;2
rycerstwa;1
przyprawiä‡;2
rozsuwa;1
naprzã³dâ€;1
stare;5
filcowy;1
kleksa;1
namiä™tnym;1
baå‚wany;1
chwyä‡;1
siwä…;10
bottiniego;1
sierota;2
udzieliå‚;2
zå‚otnicy;1
ucisku;1
innego;9
bohatersko;1
pieå„;1
perboni;2
stary;25
rozumiecie;2
okaleczyå‚;1
tedy;11
uczä…;9
chciaå‚;48
spsociä‡;1
naå‚adowany;1
rã³så‚;3
zniecierpliwienie;2
å›ni;1
spadajä…;1
zupä™;2
klasyâ€;1
lekuchno;1
utkwiwszy;3
zaså‚oniå‚;1
på‚akaä‡;9
powaå¾aniem;1
biaå‚ej;2
powinna;2
pamiä™taå‚;3
wyczerpanä…;1
på‚aszczu;1
powinni;3
szumiaå‚o;1
powinno;1
dolatuje;1
potykajä…;1
bandzie;1
mniejszych;1
szlachetnie;1
på‚aszcza;2
pyszaå‚ek;1
tego;161
rozpaczy;13
rozumiany;1
obrzyna;1
ubawili;1
wystä™pku;1
odpowiedzieä‡;3
chwaå‚y;4
rychå‚o;1
otrzymuje;1
przekupieå„;1
stokrotek;1
piã³rka;2
cnoty;1
rozum;3
å›cisnä™;2
falä…;3
odrywali;1
lubiå‚;2
wyraziå‚eå›;1
latach;19
zachwiaå‚y;1
zwany;1
koå‚nierzu;1
choraâ€¦;1
miarowy;1
sypialniach;1
srebrzyste;2
rozrywkami;1
poddaä‡;3
ustne;1
czarnej;2
zawszeâ€¦;2
ziemskiego;1
wzywaå‚;3
odlegå‚oå›ä‡;1
liznä…ä‡;1
tysiä…ckrotnie;1
odbierajä…c;1
krokiem;10
jeå›liå›;1
gä…szczã³w;1
czoå‚a;9
grzegorz;8
niektã³re;7
miseczkach;1
najmniejszym;1
odså‚ania;1
naprzã³dâ€¦;1
odprowadziä‡;4
zaprzesz;1
zwani;1
potrafiå‚;2
zimnem;1
czoå‚o;25
uczyä‡;10
ciemnä…;2
wnuk;1
czekano;1
biorä™;1
zimnej;1
roså‚ymi;1
wrã³ciå‚em;2
tonem;1
ucz;3
tegoå¾;2
dreptaå‚;1
koå›ci;3
panieâ€¦;1
siedzä…c;12
dniem;1
nazajutrz;6
uda;5
skupionej;1
mieli;25
rozgå‚oå›ne;1
zdarzyå‚;2
ktã³regoå›;4
udo;1
rozpaczliwy;2
corso;4
pochylaå‚;2
garstkach;1
bijä…cych;2
czerwca;1
niewarte;1
zadzwoniå‚;2
ojcowä…;1
izbä™;2
zabå‚ä…kana;1
zerwanym;1
cudã³w;1
czekali;3
niecierpliwie;3
odrabiasz;2
heblem;1
pogorszeniu;1
polecaå‚a;2
otuliå‚;1
synowie;6
budowä™;1
drzewaâ€¦;1
rozpaczliwa;1
temu;14
tå‚ukä…c;2
zbudzili;1
taczaliå›my;1
litoå›nie;2
pyszczek;9
uczä™;4
wracaå‚;2
gä™ste;1
piã³rem;14
zawiä…zane;1
leå¾ä…cej;1
byå‚yby;1
sztandarowi;1
å›nieå¾na;1
karabinowa;1
maleå„kä…;1
mã³wiå‚em;3
stacji;6
zeschå‚e;1
oparty;7
zarumienionä…;1
â€praca;1
stada;2
woå‚aå‚;11
zabrudziå‚;1
pisze;8
wygrany;1
podle;1
stado;1
jestem;42
å›mierciä…;8
å›lä™czenie;1
gã³rskich;1
istocie;1
okienkami;1
zazwyczaj;3
urwane;1
tä™skniå‚;1
urwana;1
â€adwokacikiemâ€;1
latarnie;1
bå‚aznowaä‡;1
piorunem;1
malutkichâ€¦;1
afiszã³w;1
waå¾niejsza;1
gorzkiego;1
poszukaå‚em;1
opä™tani;1
wå‚ocha;1
dowiadujä…c;1
wdziä™cznym;4
bram;1
brak;4
wå‚ochy;9
ichâ€¦;1
polepszenia;2
wspinaå‚;1
kiwaå‚;1
dreszczem;1
upadå‚a;1
utrudniony;1
bieda;1
så‚odyczy;1
edmund;1
må‚otem;1
gipsem;1
rozpuå›ciliå›cie;1
stacje;1
upadå‚o;1
zå‚ã³å¾my;1
stacja;1
tå‚oczyli;1
bodzie;1
omacku;1
oparta;2
siedzä…;2
upadå‚y;1
uå›cisnä™;1
biaå‚ym;3
doboszyk;4
medalã³w;1
obieraå‚;1
czyniä‡;6
straszliwa;1
bydlä™ciem;1
styczeå„;2
zamieniä‡;1
zawitaå‚;2
opå‚akiwaå‚o;1
ogromnä…;4
sprawiä™;1
cmentarza;2
umknä…å‚;1
odrabiane;1
åšcisnä…å‚;1
brat;7
uå‚oå¾ono;1
kamieniem;1
nuda;1
å›miejä…;2
uå‚oå¾ony;2
jakeå›;3
må‚otki;1
ulu;1
bystrymi;1
wznosi;2
gdzie;102
pociechä™;2
ciekawego;1
reprezentantã³w;1
siadaj;1
niebiaå„ski;1
aleå›;1
tylnym;1
guziki;3
siadam;1
så‚uchaå‚a;1
winszowaå‚o;1
podli;1
guzika;3
klasä…;1
wiä…zania;1
chå‚opczysko;2
uprawne;2
straszliwe;3
drogiej;1
pomarli;2
chå‚opczyska;1
parterowä…;1
usiä…å›ä‡;1
â€straå¾;1
odziaä‡;1
choä‡byå›;2
naå›ladowaå‚;1
podobnej;2
straszliwy;1
spä™dziå‚;3
rachowaä‡;2
barczysty;2
choä‡by;6
splataå‚y;1
pã³jdzieâ€¦;1
mä™å¾owi;1
wywiesiå‚;1
å¾ã³å‚te;3
miå‚owaä‡;1
ginä™å‚a;1
drå¾ä…c;2
osypana;1
stali;14
bogacz;1
bä…dåºcie;5
poså‚yszaå‚em;2
å‚awek;4
weszli;6
pocaå‚owaå‚;4
czterofuntowy;1
pomyå›lawszy;1
krzyknä…wszy;1
jedwabnej;1
zostawiå‚a;1
szeå›ciuset;2
matkä…â€¦;1
obså‚ugujä…;1
ostatki;2
znacznej;1
groszaki;1
pomagaå‚o;1
wojennym;1
â€andrzej;1
ucaå‚owaå‚em;1
polecam;1
wrã³ciliå›cie;1
dokuczali;1
wody;7
wyglä…daå‚;6
lä™kaå‚em;1
pastoraå‚;1
jakå¾e;35
klas;7
wypå‚ywaå‚a;1
rozognionym;1
woda;5
utrzymaä‡;4
lodu;1
å‚awce;21
polegå‚ych;3
wspinajä…c;2
wasza;1
myå›lä…cy;1
wasze;4
wesoå‚ä…;2
zaprzä™å¾ony;2
skoå„czyå‚;8
zapewniå‚a;1
ostatka;3
pozostaå‚ym;1
mã³wiå‚am;2
widziaå‚;46
rozmawia;1
zimä…;1
å›wiatå‚em;3
poprzedzony;1
caluå›ki;1
dodawaå‚y;1
upieraå‚;1
chorobami;1
ust;16
å‚adnego;1
widnokrä™gu;2
biedaka;3
å‚ysy;2
zbiegå‚em;1
surowy;4
â€zajä™czego;2
przyszloå›ci;1
biedaku;2
jedåº;1
skromnie;2
szeå›ä‡set;1
dalejâ€¦;2
okazaå‚o;2
baweå‚ny;1
mä™å¾czyåºni;5
zalecam;1
ciekawie;4
så‚yszä™;7
zmienia;1
strã³å¾ka;1
mularczykiem;2
ujrzano;1
â€mã³j;1
dachami;1
groåºbä™;1
zawiniä…tkiem;1
podepce;1
poplamiä…;1
rã³b;1
zmarznä…;1
znacznie;4
wysilenia;1
odzyskaå‚;1
sznurku;1
odpowiadali;1
nioså‚em;2
wizjä…;1
zacierajä…;1
â€¦;146
przedstawiaä‡;2
gã³r;2
mania;1
roziskrzaå‚;1
najå¾ywsze;1
klasä™;3
przypomniawszy;2
åšw;2
niå¾eli;7
bardziej;26
tragarzem;1
zgrzytaå‚;2
babusia;1
mechanicznie;1
poå¾aru;1
wzajem;2
miå‚oå›ciä…;4
niewdziä™cznoå›ciä…;1
rzuciä‡;3
powtã³rzyå‚a;3
przezwyciä™å¾yå‚;1
wystarczy;1
å‚udziä‡;1
otaczali;2
przeraziä‡;1
miesiä…c;5
pozostaå‚ej;1
konieâ€;1
przeå›miewaå‚;2
mamie;9
så‚yszymy;2
â€¦jã³zef;1
rzuciwszy;2
domkã³w;1
oddziale;1
nauczycielkach;1
batalionem;1
moå¾esz;11
ruchomych;1
wracajä…c;1
zacieraå‚;3
benefis;1
powiedziaå‚;43
rã³w;1
kå‚ã³ciä‡;1
uderzajä…c;1
zarzä…dzenie;1
ukazujä…c;4
ksiä…å¾ka;3
ryknä…;1
nagå‚ych;1
namarszczonymi;1
podå›piewywaä‡;1
obcym;1
bierz;2
wpadli;1
przyzwyczajaj;1
wdziä™cznie;1
gå‚os;38
uå›cisnä™å‚a;1
wysrebrzone;1
å›linä™;1
giä™å‚o;1
kapusty;1
å‚yku;1
woli;10
wianek;1
konsul;2
niekontent;1
usiå‚owaå‚a;2
poå¾ytecznej;1
å‚awki;25
wypeå‚niå‚;1
pã³jdåºmyå¾;1
nieznanä…;1
zapuszczone;1
mrok;1
wä…tå‚ego;1
pocaå‚unek;7
drzemiä…;1
dodawaå‚a;2
ksiä…å¾ki;26
ptaszä…t;1
koå‚egi;1
dodaå‚;14
urodzili;2
wymagajä…cy;1
niä…;33
skrzypki;1
pojechaå‚o;2
poszarpane;2
strugi;1
poszarpana;1
babä…;1
srebrnä…;1
generaå‚a;1
â€;74
wykå‚adu;1
wykå‚ada;1
woni;2
nastroszonä…;1
oficer;22
caå‚ujä…c;6
podyktowaå‚;1
ruszaå‚;3
å¾ebraä‡;1
krã³tkimi;1
prosiå‚;7
nuty;1
dajå¾e;2
uszedå‚;2
bruk;2
scen;1
zamordowaä‡;1
dachã³wki;1
â€bottini;1
bitwach;1
czarnym;7
uchybiajä…ce;1
rã³å¾nych;16
podzieliå‚;1
dawnä…;2
rzymu;4
pismo;4
wå‚oszkä…;1
staå‚y;5
strofowaå‚;2
kurzawy;1
uå›miechajä…ce;1
poprawiaå‚;3
staå‚a;9
wymagamy;1
zrujnowaå‚o;1
staå‚o;10
zarumieniona;1
miesiä™cznego;2
mojä…;33
ostatniego;8
sierotä…;1
nagie;3
brwi;3
novarä…;1
spowodowaå‚o;1
sä…czyå‚a;1
powã³z;4
losu;1
poprawnie;1
losy;3
nauczycielami;4
usunä™li;1
terminu;1
zasmuciå‚;2
zadana;1
wyciä…gnä…å‚;16
spoå›rã³d;1
oliwkowego;1
partykä™;1
sä…czyå‚o;1
â€jak;1
bogaty;3
zbyä‡;2
drogich;1
klaskaä‡;4
zadane;1
wybuchali;1
ksiä…å¾ek;11
ksiä…å¾ä™ciem;1
wiedziaå‚emâ€¦;1
powã³d;1
pogrä…å¾ona;1
ujä…wszy;1
poå‚owä™;1
otwieramy;1
pogrä…å¾ony;1
wä™glowego;1
zmarå‚ej;2
szorstkiego;1
stalã³wkami;1
wå‚oå¾ä™;1
straå¾nik;3
så‚yszysz;4
tyå‚;5
ksiä™gozbiã³r;2
orkiestrze;3
dziwnie;1
traä‡my;1
zasnute;1
podrã³å¾nä…;1
siostrze;1
å›cieå¾ynach;1
bieli;1
przebyciu;1
wiszä…cym;1
ksiä…å¾ce;2
zatknä…å‚;1
ktã³rymå›;1
uczuå‚;7
objaå›nieå„;2
nabywszy;1
pochylaå‚a;1
silniejszym;1
poumierajä…;1
skrzypce;1
zmartwiä‡;1
biedy;1
ciä™;105
kominku;2
så‚usznoå›ä‡;3
odmroå¾onych;1
spojrzeliå›my;1
podpory;1
rozlane;1
sprawiä…;1
zeszedå‚;1
kominki;1
prowadziå‚;2
sprawiä‡;1
pochylona;3
chciej;1
drodzeâ€¦;1
obudzili;1
krã³tkiej;1
niedbale;1
zadaje;1
rzemieniem;1
leå¾ä…cym;1
tyå›;6
nagle;47
ciekawym;1
najmniejsi;2
rozmawiaä‡;1
zamiå‚owaniem;1
pociechä…;3
zabrzmiaå‚a;1
apeniny;1
przepisywaä‡;1
ukazaå‚;9
biega;2
szedå‚em;1
pachnie;1
trusie;1
oprawnä…;1
sposã³b;19
drå¾y;5
liå›ä‡;1
wpatrzony;1
mã³wiå‚a;15
wå‚oszkä™;1
krã³tkich;1
przybyå‚ych;1
sypia;2
mã³wiå‚y;2
patyczkiem;1
zajä…å‚;1
oddechu;4
okrä™tuâ€;1
bielizny;2
potoczyå‚;1
biegu;1
mã³wiå‚o;1
chcecie;3
ociä™å¾aå‚ym;1
myszy;1
å¾ä…dam;2
przyglä…daj;1
defilowaå‚;1
biedaczka;2
przypomniaå‚em;1
wiodä…cych;1
natä™å¾a;1
poczä…tku;5
czå‚owieczek;2
przebyå‚;3
idä…cä…;2
wspomnisz;1
wrzawa;1
precossim;2
wozy;5
pogniecione;1
przespawszy;1
gå‚ä™biä™;1
odkå‚oniå‚;1
wozu;10
zrobiono;1
må‚yn;1
nikogo;19
piersi;26
zrobiony;1
ktã³reå›;1
bå‚azna;2
dworcowi;1
pojawiå‚;1
wracajä…;2
dywanem;1
wrzawy;2
wieczorã³w;1
zajadle;2
zrobione;1
kominem;2
lewä…;5
ubogie;2
wychodzä…c;6
zobaczyå‚â€¦;1
nogä™;9
niechcä…cy;2
zbiorä…;1
rozå‚ä…czenia;1
mieå›cie;6
zatrzymuje;1
dowodziå‚o;1
przenoszä…;1
urzeczony;1
uratowana;1
pijä™;2
skoczywszy;1
perswadowali;1
jesieni;1
paåºdziernika;1
czyå›ci;1
przynoszä™;1
zaczä™å‚a;17
zrobiä‡;14
zaczä™å‚y;7
trudzä…;2
uratowany;1
skupienia;1
zaczä™å‚o;7
niezwykå‚y;2
poszedå‚em;4
wrzask;2
pomocnik;1
troszczy;1
wybuchå‚y;1
nieznajomego;1
rä™kami;27
ogrodniczki;1
przeczekawszy;1
wybuchå‚a;1
ogrodniczka;1
przecznicami;1
chodziå‚a;1
skä…py;1
czwartejâ€¦;1
wszedå‚eå›;1
zdawaå‚a;4
zdawaå‚o;29
gã³rale;1
paåºdzierniku;2
rozrzewnionymi;1
niezwykå‚e;1
chusteczkä…;5
dywanie;1
pokã³j;3
ufaå‚;1
då‚oniä…;3
kolorach;1
poträ…cali;1
jakichå›;4
bukiet;1
zdawaå‚y;2
jä™ki;4
dziesiä™cioletnie;1
niewolä™;1
surowym;2
kresowych;1
najwiä™cej;2
pisanie;1
zapytaä‡;5
dymu;10
pustelnikã³w;1
rozpå‚ynä…å‚;2
podziaå‚a;1
pisaniu;1
godzinä…;1
podejrzane;1
pozwalaå‚;1
szklaneczki;1
rzuciå‚;35
padwyâ€;1
zdjä…å‚;10
blednä…c;3
poddaå‚;1
så‚uszna;1
brawa;1
egzaminy;8
nielitosnä…;1
pozostaå‚;4
podniesionym;3
ogrã³dek;1
oddali;4
egzaminu;1
unoszä…;1
pokrycie;1
dziwnym;5
zbytnio;1
å?awkä™;1
myå›laå‚am;1
zmazaå‚a;1
kuåºniä™;1
opadå‚;2
przeszå‚o;9
przepisywaå‚;1
przytulone;1
przeszedå‚;10
przeszå‚a;1
bä™ben;1
brawo;19
sufity;2
otrzepuje;2
pyszniå‚;1
oberå¾ä™;1
szyå‚a;1
trzä™sä…c;3
mieszka;7
rozdzieliwszy;1
jednostajnym;1
naciä…gniä™tä…;1
rzemienieâ€;1
oddany;1
traciå‚;1
wycisnä…wszy;1
linia;1
obsypywaä‡;1
owocã³w;2
linie;4
dalekaâ€¦;1
linii;1
rzeczywistym;1
sztuka;2
treå›ä‡;1
dowã³dca;1
zagraå‚a;1
kompany;1
odczytywania;1
elegant;1
wyszywany;1
ukazywali;1
dziesiä™ä‡;14
mä…k;1
trwoå¾liwa;1
miaå‚byå›;3
rozmawiaå‚;4
krã³liki;1
podobnym;3
przynajmniej;9
uspokoili;1
odprowadziå‚;2
szynkach;1
darmoâ€¦;1
bä…k;2
ogarniaå‚;1
powrã³ci;1
schyla;1
zrobiä™;3
upewniä‡;1
deskä™;1
okropnych;3
pozdrowieniami;1
pustym;2
odwaå¾yå‚a;1
posunä™å‚y;1
przeproå›;3
uwagi;1
jedzenie;1
gniewam;2
jedzenia;2
wchodowä…;1
nieopisany;2
chusteczkä™;1
wejdä™â€¦;1
olbrzymich;3
â€henryku;2
obiadowym;1
nasuwa;1
myå›laå‚em;12
â€boncompagniâ€;1
wakacje;3
brata;10
obå‚ä™d;1
jä…;133
sztuki;1
ustä…p;1
jaå‚muå¾nä™;2
samym;23
opaski;6
perukach;1
szarä…;1
zamyå›laä‡;1
przytulony;2
ukraå›ä‡;1
niezrozumiaå‚e;1
strã³å¾;2
uå‚oå¾onych;2
przewrã³ciå‚;1
harmoniä…;1
najstarszy;3
wiä™kszym;2
rä™kawy;4
spojrzaå‚a;4
dwustu;1
godzinä™;9
å›piewa;3
dlaczegom;1
ubraå‚;1
pompierã³w;1
wakacji;2
stronach;2
wpada;2
å›piewu;3
martwä…;1
scyzorykiem;1
wä…sa;1
chwilä™;60
zysk;1
wiä™câ€¦;1
wä…sy;2
najstarsza;2
silnych;3
trzej;9
otrzä…saå‚;1
nasâ€¦;1
potrafiä…;4
trzem;2
hutach;1
caotti;1
opä™dzaå‚;1
wlepiwszy;1
przyszedå‚;41
miaå‚y;6
baran;1
otworzy;1
braciszka;4
miaå‚o;8
przykroå›ci;1
stolarze;2
garonnego;1
rozrã³å¾niaå‚;1
miaå‚a;26
pokocha;1
ksiä™garzowi;1
barce;1
zarabiajä…;2
zacna;1
czuba;1
podobnego;1
przyszliå›my;2
utyka;1
drewienkami;1
szybko;8
kopnä…å‚;1
zeszli;2
å¾alu;6
pomrzecieâ€¦;1
wkrã³tce;4
uradowany;1
widzianego;1
przechodniã³w;3
samej;14
mä™å¾u;1
umiejä…;6
kolegom;1
myå›lach;2
lokajã³w;1
ernest;2
zapukaå‚a;1
zamykanych;1
rä™kach;14
wå‚aå›ciwie;3
å¾aå‚ujä…;1
capataza;3
saluzzo;1
wyrazu;2
rysowaå‚;2
spokojnä…;1
laå‚;1
mamâ€¦;2
zapoznaliå›my;1
wyså‚aå‚;1
wagoniki;2
å‚agodnych;1
mä™å¾a;1
przyjemnoå›ci;1
obudzä™;1
opasek;2
skrzyniä™;2
wyrazy;1
spojrzeniu;1
wdrapaä‡;1
bolejä…cej;1
då‚ubiä…c;1
spojrzenie;9
spojrzenia;8
szyldzie;1
aå¾eby;4
zemå›ciä‡;1
zapeå‚niajä…c;1
zacznieâ€¦;1
zamiarem;1
zapalonä…;1
czerwonym;14
lubiä™;7
braciszek;3
zbliå¾ali;2
å¾eå›my;3
gå‚owä™â€¦;2
wyobraåºni;1
å¾adnym;3
uradowani;1
dzieciâ€¦;2
szeå›cioma;1
nikogoâ€¦;1
ogromna;2
zå‚udzenieâ€â€¦;1
niespodzianie;2
ubieliå‚;1
ogromne;8
przydepnä…ä‡;1
robinoâ€;1
rã³å¾ne;7
bukiety;1
republiki;3
niespokojniejszym;1
ogromny;3
dåºwigaå‚o;1
oddaje;2
â€zawinisz;1
rada;2
rã³å¾ni;2
kupiä‡;7
ranionej;1
zbieraniem;1
ustä™powaä‡;1
wagonu;3
zwä…tpieniem;1
odwrã³ciå‚em;2
wam;25
buziä™;1
wagony;1
niespodzianka;1
poznawszy;1
wytrzymaä‡;3
gada;2
strzaå‚ã³w;2
was;29
rã³å¾ny;1
ruszony;1
odpoczä…wszy;1
prostych;2
zebraä‡;1
potrafiä™;3
må‚ot;1
doprowadziå‚;2
dzieå„â€¦;1
kolejowej;1
cierpiaå‚a;2
rwä…c;1
chodåº;2
drå¾eä‡;2
ukrywaå‚am;1
pardonu;1
spocona;1
diabå‚ä…tko;1
odå›piewaä‡;1
szybcy;1
pocieszona;1
poå¾uå‚;1
przytrzymali;1
rozbroiä‡;1
pojä…ä‡;3
umieraå‚a;2
zapoznaå‚;1
zapracowany;1
wypä™dzony;3
wyå‚om;1
duszne;1
skarbonkä™;1
